Apacer Panther AS350 AP1TBAS350-1,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2000 МБ/сЧитання:3000 МБ/с",1 884 до 2 377 грн.
Apacer AP240GAS340XC AP240GAS340XC,Ємність:250 - 1000 ГБФормат:M.2NAND:3D TLC NANDЗапис:500 МБ/сЧитання:530 МБ/с,1 156 грн.
Crucial CT1000P3PSSD8 CT1000P3PSSD8,"Ємність:500 - 4000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1900 / 3000 МБ/сЧитання:3500 МБ/с",2 099 до 2 624 грн.
Patriot Memory P400LP1KGM28H P400LP1KGM28H,"Ємність:1000 - 4000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:6000 / 6400 МБ/сЧитання:7400 МБ/с",2 886 до 2 970 грн.
Samsung Portable T7 MU-PC1T0T/WW,"Ємність:1000 ГБФормат:2.5""NAND:3D QLC NANDЗапис:530 МБ/с, IOPS 88 тисЧитання:560 МБ/с, IOPS 98 тис",3 290 до 4 399 грн.
Kingston XS2000 SXS2000/2000G,"Ємність:1024 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:6000 МБ/с, IOPS 1000 тисЧитання:7000 МБ/с, IOPS 900 тис",5 579 грн.
Patriot Memory PBE480GS25SSDR PBE480GS25SSDR,"Ємність:1000 / 2000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:5500 / 6800 МБ/с, IOPS 800 тисЧитання:7400 МБ/с, IOPS 800 тис",2 804 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Gigabyte SSD GP-GSTFS31480GNTD,"Ємність:512 ГБФормат:PCI-E (HHHL), PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2100 МБ/с, IOPS 510 тисЧитання:3480 МБ/с, IOPS 360 тис",8 148 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Gigabyte SSD GP-GSTFS31480GNTD,"Ємність:512 ГБФормат:PCI-E (HHHL), PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2100 МБ/с, IOPS 510 тисЧитання:3480 МБ/с, IOPS 360 тис",8 148 грн.
Patriot Memory P310 M.2 P310P192TM28,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 500 тисЧитання:4600 МБ/с, IOPS 600 тис",3 830 до 5 713 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Gigabyte SSD GP-GSTFS31480GNTD,"Ємність:512 ГБФормат:PCI-E (HHHL), PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2100 МБ/с, IOPS 510 тисЧитання:3480 МБ/с, IOPS 360 тис",8 148 грн.
Patriot Memory P310 M.2 P310P192TM28,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 500 тисЧитання:4600 МБ/с, IOPS 600 тис",3 830 до 5 713 грн.
Kingston XS1000/1000G XS1000/1000G,Ємність:1000 / 2000 ГБNAND:MLCЗапис:1000 МБ/сЧитання:1050 МБ/с,2 460 до 2 929 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Gigabyte SSD GP-GSTFS31480GNTD,"Ємність:512 ГБФормат:PCI-E (HHHL), PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2100 МБ/с, IOPS 510 тисЧитання:3480 МБ/с, IOPS 360 тис",8 148 грн.
Patriot Memory P310 M.2 P310P192TM28,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 500 тисЧитання:4600 МБ/с, IOPS 600 тис",3 830 до 5 713 грн.
Kingston XS1000/1000G XS1000/1000G,Ємність:1000 / 2000 ГБNAND:MLCЗапис:1000 МБ/сЧитання:1050 МБ/с,2 460 до 2 929 грн.
Apacer Panther AS350X AP512GAS350XR,"Ємність:120 ГБФормат:2.5""NAND:3D TLC NANDЗапис:500 МБ/с, IOPS 75 тисЧитання:550 МБ/с, IOPS 38 тис",978 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Gigabyte SSD GP-GSTFS31480GNTD,"Ємність:512 ГБФормат:PCI-E (HHHL), PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2100 МБ/с, IOPS 510 тисЧитання:3480 МБ/с, IOPS 360 тис",8 148 грн.
Patriot Memory P310 M.2 P310P192TM28,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 500 тисЧитання:4600 МБ/с, IOPS 600 тис",3 830 до 5 713 грн.
Kingston XS1000/1000G XS1000/1000G,Ємність:1000 / 2000 ГБNAND:MLCЗапис:1000 МБ/сЧитання:1050 МБ/с,2 460 до 2 929 грн.
Apacer Panther AS350X AP512GAS350XR,"Ємність:120 ГБФормат:2.5""NAND:3D TLC NANDЗапис:500 МБ/с, IOPS 75 тисЧитання:550 МБ/с, IOPS 38 тис",978 грн.
Apacer AS2280Q4U M.2 AP2TBAS2280Q4U-1,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1400 МБ/с, IOPS 315 тисЧитання:3200 МБ/с, IOPS 210 тис",4 621 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Gigabyte SSD GP-GSTFS31480GNTD,"Ємність:512 ГБФормат:PCI-E (HHHL), PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2100 МБ/с, IOPS 510 тисЧитання:3480 МБ/с, IOPS 360 тис",8 148 грн.
Patriot Memory P310 M.2 P310P192TM28,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 500 тисЧитання:4600 МБ/с, IOPS 600 тис",3 830 до 5 713 грн.
Kingston XS1000/1000G XS1000/1000G,Ємність:1000 / 2000 ГБNAND:MLCЗапис:1000 МБ/сЧитання:1050 МБ/с,2 460 до 2 929 грн.
Apacer Panther AS350X AP512GAS350XR,"Ємність:120 ГБФормат:2.5""NAND:3D TLC NANDЗапис:500 МБ/с, IOPS 75 тисЧитання:550 МБ/с, IOPS 38 тис",978 грн.
Apacer AS2280Q4U M.2 AP2TBAS2280Q4U-1,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1400 МБ/с, IOPS 315 тисЧитання:3200 МБ/с, IOPS 210 тис",4 621 грн.
Transcend SSD230S TS512GSSD230S,"Ємність:120 ГБФормат:1.8""NAND:TLCЗапис:400 МБ/сЧитання:410 МБ/с",1 409 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Gigabyte SSD GP-GSTFS31480GNTD,"Ємність:512 ГБФормат:PCI-E (HHHL), PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2100 МБ/с, IOPS 510 тисЧитання:3480 МБ/с, IOPS 360 тис",8 148 грн.
Patriot Memory P310 M.2 P310P192TM28,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 500 тисЧитання:4600 МБ/с, IOPS 600 тис",3 830 до 5 713 грн.
Kingston XS1000/1000G XS1000/1000G,Ємність:1000 / 2000 ГБNAND:MLCЗапис:1000 МБ/сЧитання:1050 МБ/с,2 460 до 2 929 грн.
Apacer Panther AS350X AP512GAS350XR,"Ємність:120 ГБФормат:2.5""NAND:3D TLC NANDЗапис:500 МБ/с, IOPS 75 тисЧитання:550 МБ/с, IOPS 38 тис",978 грн.
Apacer AS2280Q4U M.2 AP2TBAS2280Q4U-1,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1400 МБ/с, IOPS 315 тисЧитання:3200 МБ/с, IOPS 210 тис",4 621 грн.
Transcend SSD230S TS512GSSD230S,"Ємність:120 ГБФормат:1.8""NAND:TLCЗапис:400 МБ/сЧитання:410 МБ/с",1 409 грн.
GOODRAM CL100 GEN 3 SSDPR-CL100-960-G3,"Ємність:512 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2000 МБ/с, IOPS 500 тисЧитання:3200 МБ/с, IOPS 295 тис",2 468 до 3 249 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Gigabyte SSD GP-GSTFS31480GNTD,"Ємність:512 ГБФормат:PCI-E (HHHL), PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2100 МБ/с, IOPS 510 тисЧитання:3480 МБ/с, IOPS 360 тис",8 148 грн.
Patriot Memory P310 M.2 P310P192TM28,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 500 тисЧитання:4600 МБ/с, IOPS 600 тис",3 830 до 5 713 грн.
Kingston XS1000/1000G XS1000/1000G,Ємність:1000 / 2000 ГБNAND:MLCЗапис:1000 МБ/сЧитання:1050 МБ/с,2 460 до 2 929 грн.
Apacer Panther AS350X AP512GAS350XR,"Ємність:120 ГБФормат:2.5""NAND:3D TLC NANDЗапис:500 МБ/с, IOPS 75 тисЧитання:550 МБ/с, IOPS 38 тис",978 грн.
Apacer AS2280Q4U M.2 AP2TBAS2280Q4U-1,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1400 МБ/с, IOPS 315 тисЧитання:3200 МБ/с, IOPS 210 тис",4 621 грн.
Transcend SSD230S TS512GSSD230S,"Ємність:120 ГБФормат:1.8""NAND:TLCЗапис:400 МБ/сЧитання:410 МБ/с",1 409 грн.
GOODRAM CL100 GEN 3 SSDPR-CL100-960-G3,"Ємність:512 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2000 МБ/с, IOPS 500 тисЧитання:3200 МБ/с, IOPS 295 тис",2 468 до 3 249 грн.
A-Data LEGEND 960 MAX ALEG-960M-2TCS,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:2200 МБ/с, IOPS 315 тисЧитання:3500 МБ/с, IOPS 195 тис",5 049 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Gigabyte SSD GP-GSTFS31480GNTD,"Ємність:512 ГБФормат:PCI-E (HHHL), PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2100 МБ/с, IOPS 510 тисЧитання:3480 МБ/с, IOPS 360 тис",8 148 грн.
Patriot Memory P310 M.2 P310P192TM28,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 500 тисЧитання:4600 МБ/с, IOPS 600 тис",3 830 до 5 713 грн.
Kingston XS1000/1000G XS1000/1000G,Ємність:1000 / 2000 ГБNAND:MLCЗапис:1000 МБ/сЧитання:1050 МБ/с,2 460 до 2 929 грн.
Apacer Panther AS350X AP512GAS350XR,"Ємність:120 ГБФормат:2.5""NAND:3D TLC NANDЗапис:500 МБ/с, IOPS 75 тисЧитання:550 МБ/с, IOPS 38 тис",978 грн.
Apacer AS2280Q4U M.2 AP2TBAS2280Q4U-1,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1400 МБ/с, IOPS 315 тисЧитання:3200 МБ/с, IOPS 210 тис",4 621 грн.
Transcend SSD230S TS512GSSD230S,"Ємність:120 ГБФормат:1.8""NAND:TLCЗапис:400 МБ/сЧитання:410 МБ/с",1 409 грн.
GOODRAM CL100 GEN 3 SSDPR-CL100-960-G3,"Ємність:512 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2000 МБ/с, IOPS 500 тисЧитання:3200 МБ/с, IOPS 295 тис",2 468 до 3 249 грн.
A-Data LEGEND 960 MAX ALEG-960M-2TCS,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:2200 МБ/с, IOPS 315 тисЧитання:3500 МБ/с, IOPS 195 тис",5 049 грн.
Crucial MX500 CT500MX500SSD1,"Ємність:250 ГБФормат:M.2, 22x80, SATA 3NAND:3D TLC NANDЗапис:510 МБ/с, IOPS 90 тисЧитання:560 МБ/с, IOPS 95 тис",2 110 до 2 201 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Gigabyte SSD GP-GSTFS31480GNTD,"Ємність:512 ГБФормат:PCI-E (HHHL), PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2100 МБ/с, IOPS 510 тисЧитання:3480 МБ/с, IOPS 360 тис",8 148 грн.
Patriot Memory P310 M.2 P310P192TM28,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 500 тисЧитання:4600 МБ/с, IOPS 600 тис",3 830 до 5 713 грн.
Kingston XS1000/1000G XS1000/1000G,Ємність:1000 / 2000 ГБNAND:MLCЗапис:1000 МБ/сЧитання:1050 МБ/с,2 460 до 2 929 грн.
Apacer Panther AS350X AP512GAS350XR,"Ємність:120 ГБФормат:2.5""NAND:3D TLC NANDЗапис:500 МБ/с, IOPS 75 тисЧитання:550 МБ/с, IOPS 38 тис",978 грн.
Apacer AS2280Q4U M.2 AP2TBAS2280Q4U-1,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1400 МБ/с, IOPS 315 тисЧитання:3200 МБ/с, IOPS 210 тис",4 621 грн.
Transcend SSD230S TS512GSSD230S,"Ємність:120 ГБФормат:1.8""NAND:TLCЗапис:400 МБ/сЧитання:410 МБ/с",1 409 грн.
GOODRAM CL100 GEN 3 SSDPR-CL100-960-G3,"Ємність:512 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2000 МБ/с, IOPS 500 тисЧитання:3200 МБ/с, IOPS 295 тис",2 468 до 3 249 грн.
A-Data LEGEND 960 MAX ALEG-960M-2TCS,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:2200 МБ/с, IOPS 315 тисЧитання:3500 МБ/с, IOPS 195 тис",5 049 грн.
Crucial MX500 CT500MX500SSD1,"Ємність:250 ГБФормат:M.2, 22x80, SATA 3NAND:3D TLC NANDЗапис:510 МБ/с, IOPS 90 тисЧитання:560 МБ/с, IOPS 95 тис",2 110 до 2 201 грн.
Patriot Memory P220S1TB25 P220S1TB25,"Ємність:250 - 2000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1300 - 2700 МБ/с, IOPS 300 - 540 тисЧитання:3200 / 3500 МБ/с, IOPS 110 - 380 тис",1 758 до 2 550 грн.
Product Name,Description of the product,Price range of the product
GOODRAM PX500 GEN.2 SSDPR-PX500-512-80-G2,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1700 МБ/сЧитання:3200 МБ/с",1 213 до 1 628 грн.
Transcend TS1TESD310C TS1TESD310C,"Ємність:500 - 2000 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D NANDЗапис:1900 / 2000 МБ/с, IOPS 170 / 250 тисЧитання:3200 МБ/с, IOPS 200 / 250 тис",2 457 до 3 941 грн.
Kingston Fury Renegade SFYRS/1000G,"Ємність:500 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:3900 МБ/с, IOPS 900 тисЧитання:7300 МБ/с, IOPS 450 тис",3 000 до 3 390 грн.
Gigabyte SSD GP-GSTFS31480GNTD,"Ємність:512 ГБФормат:PCI-E (HHHL), PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2100 МБ/с, IOPS 510 тисЧитання:3480 МБ/с, IOPS 360 тис",8 148 грн.
Patriot Memory P310 M.2 P310P192TM28,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D TLC NANDЗапис:4400 МБ/с, IOPS 500 тисЧитання:4600 МБ/с, IOPS 600 тис",3 830 до 5 713 грн.
Kingston XS1000/1000G XS1000/1000G,Ємність:1000 / 2000 ГБNAND:MLCЗапис:1000 МБ/сЧитання:1050 МБ/с,2 460 до 2 929 грн.
Apacer Panther AS350X AP512GAS350XR,"Ємність:120 ГБФормат:2.5""NAND:3D TLC NANDЗапис:500 МБ/с, IOPS 75 тисЧитання:550 МБ/с, IOPS 38 тис",978 грн.
Apacer AS2280Q4U M.2 AP2TBAS2280Q4U-1,"Ємність:256 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1400 МБ/с, IOPS 315 тисЧитання:3200 МБ/с, IOPS 210 тис",4 621 грн.
Transcend SSD230S TS512GSSD230S,"Ємність:120 ГБФормат:1.8""NAND:TLCЗапис:400 МБ/сЧитання:410 МБ/с",1 409 грн.
GOODRAM CL100 GEN 3 SSDPR-CL100-960-G3,"Ємність:512 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:2000 МБ/с, IOPS 500 тисЧитання:3200 МБ/с, IOPS 295 тис",2 468 до 3 249 грн.
A-Data LEGEND 960 MAX ALEG-960M-2TCS,"Ємність:1000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:2200 МБ/с, IOPS 315 тисЧитання:3500 МБ/с, IOPS 195 тис",5 049 грн.
Crucial MX500 CT500MX500SSD1,"Ємність:250 ГБФормат:M.2, 22x80, SATA 3NAND:3D TLC NANDЗапис:510 МБ/с, IOPS 90 тисЧитання:560 МБ/с, IOPS 95 тис",2 110 до 2 201 грн.
Patriot Memory P220S1TB25 P220S1TB25,"Ємність:250 - 2000 ГБФормат:M.2, 22x80, PCI-E 4.0 4xNAND:3D NANDЗапис:1300 - 2700 МБ/с, IOPS 300 - 540 тисЧитання:3200 / 3500 МБ/с, IOPS 110 - 380 тис",1 758 до 2 550 грн.
Kingston KC600 SKC600/256G,"Ємність:250 ГБФормат:M.2, 22x80, PCI-E 3.0 4xNAND:3D TLC NANDЗапис:1200 МБ/с, IOPS 300 тисЧитання:3500 МБ/с, IOPS 375 тис",1 390 грн.
Product Name,Description of the product,Price range of the product
